충전소,충전기ID,충전기타입,주소,이용가능시간
상동광신프로그레스,5,AC완속,전라남도 목포시 영산로565번길 23 상동 광신프로그레스 102동 앞 지상주차장,24시간 이용가능
상동광신프로그레스,6,AC완속,전라남도 목포시 영산로565번길 23 상동 광신프로그레스 102동 앞 지상주차장,24시간 이용가능
엠타운오피스텔,1,AC완속,"전라남도 목포시 신항로276번길 6 엠타운오피스텔 101동 앞,뒤 라인",24시간 이용가능
엠타운오피스텔,2,AC완속,"전라남도 목포시 신항로276번길 6 엠타운오피스텔 101동 앞,뒤 라인",24시간 이용가능
엠타운오피스텔,3,AC완속,"전라남도 목포시 신항로276번길 6 엠타운오피스텔 101동 앞,뒤 라인",24시간 이용가능
엠타운오피스텔,4,AC완속,"전라남도 목포시 신항로276번길 6 엠타운오피스텔 101동 앞,뒤 라인",24시간 이용가능
엠타운오피스텔,5,AC완속,"전라남도 목포시 신항로276번길 6 엠타운오피스텔 101동 앞,뒤 라인",24시간 이용가능
엠타운오피스텔,6,AC완속,"전라남도 목포시 신항로276번길 6 엠타운오피스텔 101동 앞,뒤 라인",24시간 이용가능
엠타운오피스텔,7,AC완속,"전라남도 목포시 신항로276번길 6 엠타운오피스텔 101동 앞,뒤 라인",24시간 이용가능
엠타운오피스텔,8,AC완속,"전라남도 목포시 신항로276번길 6 엠타운오피스텔 101동 앞,뒤 라인",24시간 이용가능
엠타운오피스텔,9,AC완속,"전라남도 목포시 신항로276번길 6 엠타운오피스텔 101동 앞,뒤 라인",24시간 이용가능
엠타운오피스텔,10,AC완속,"전라남도 목포시 신항로276번길 6 엠타운오피스텔 101동 앞,뒤 라인",24시간 이용가능
엠타운오피스텔,11,AC완속,"전라남도 목포시 신항로276번길 6 엠타운오피스텔 101동 앞,뒤 라인",24시간 이용가능
이마트목포점,1,AC완속,전라남도 목포시 옥암로 138 옥상주차장,10:00 ~ 22:00
이마트목포점,2,AC완속,전라남도 목포시 옥암로 138 옥상주차장,10:00 ~ 22:00
이마트목포점,3,AC완속,전라남도 목포시 옥암로 138 옥상주차장,10:00 ~ 22:00
이마트목포점,4,AC완속,전라남도 목포시 옥암로 138 옥상주차장,10:00 ~ 22:00
용해라이프1차아파트,1,AC완속,전라남도 목포시 용당로 323 용해라이프아파트,24시간 이용가능
용해라이프1차아파트,2,AC완속,전라남도 목포시 용당로 323 용해라이프아파트,24시간 이용가능
용해라이프1차아파트,3,AC완속,전라남도 목포시 용당로 323 용해라이프아파트,24시간 이용가능
"목포 하당제일1차아파트_101동,102동 사이",1,AC완속,전라남도 목포시 미항로 206 하당제일1차아파트,24시간 이용가능
"목포 하당제일1차아파트_101동,102동 사이",2,AC완속,전라남도 목포시 미항로 206 하당제일1차아파트,24시간 이용가능
"목포 하당제일1차아파트_102동,103동 사이",1,AC완속,전라남도 목포시 미항로 206 하당제일1차아파트,24시간 이용가능
"목포 하당제일1차아파트_102동,103동 사이",2,AC완속,전라남도 목포시 미항로 206 하당제일1차아파트,24시간 이용가능
"목포 하당제일1차아파트_102동,103동 사이",3,AC완속,전라남도 목포시 미항로 206 하당제일1차아파트,24시간 이용가능
목포 하당제일1차아파트_103동 뒤,1,AC완속,전라남도 목포시 미항로 206 하당제일1차아파트,24시간 이용가능
목포 하당제일1차아파트_103동 뒤,2,AC완속,전라남도 목포시 미항로 206 하당제일1차아파트,24시간 이용가능
목포 하당제일1차아파트_105동 앞,1,AC완속,전라남도 목포시 미항로 206 하당제일1차아파트,24시간 이용가능
목포 하당제일1차아파트_105동 앞,2,AC완속,전라남도 목포시 미항로 206 하당제일1차아파트,24시간 이용가능
목포 하당제일1차아파트_105동 앞,3,AC완속,전라남도 목포시 미항로 206 하당제일1차아파트,24시간 이용가능
로젠택배(목포),1,AC완속,전라남도 목포시 대양산단로125번길 24 내부 상차 레일에 마주보는 양측 기둥,24시간 이용가능
로젠택배(목포),2,AC완속,전라남도 목포시 대양산단로125번길 24 내부 상차 레일에 마주보는 양측 기둥,24시간 이용가능
로젠택배(목포),3,AC완속,전라남도 목포시 대양산단로125번길 24 내부 상차 레일에 마주보는 양측 기둥,24시간 이용가능
로젠택배(목포),4,AC완속,전라남도 목포시 대양산단로125번길 24 내부 상차 레일에 마주보는 양측 기둥,24시간 이용가능
로젠택배(목포),5,AC완속,전라남도 목포시 대양산단로125번길 24 내부 상차 레일에 마주보는 양측 기둥,24시간 이용가능
로젠택배(목포),6,AC완속,전라남도 목포시 대양산단로125번길 24 내부 상차 레일에 마주보는 양측 기둥,24시간 이용가능
목포라송센트럴카운티,1,AC완속,전라남도 목포시 양을로99번길 8 103동 5-6호라인,24시간 이용가능
목포라송센트럴카운티,2,AC완속,전라남도 목포시 양을로99번길 8 103동 5-6호라인,24시간 이용가능
목포라송센트럴카운티,3,AC완속,전라남도 목포시 양을로99번길 8 103동 5-6호라인,24시간 이용가능
한국교통안전공단 목포검사소,1,DC콤보,전라남도 목포시 옥암로 153 검사소내 주차장,24시간 이용가능
CJ대한통운 목포,1,AC완속,전라남도 목포시 대양산단로199번길 39 대한통운,24시간 이용가능
CJ대한통운 목포,2,AC완속,전라남도 목포시 대양산단로199번길 39 대한통운,24시간 이용가능
목포원예농협,1,DC콤보,전라남도 목포시 영산로 575 (상동 250-5) ,평일 09:00~18:00
KD빌리앙뜨,1,DC차데모+AC3상+DC콤보,전라남도 목포시 석현동 옥암로 174  지하,
KD빌리앙뜨,2,AC완속,전라남도 목포시 석현동 옥암로 174  지하,
고하도 해상케이블카,1,DC콤보,전라남도 목포시 고하도안길 185 ,24시간 이용가능
골드클래스7차아파트,1,DC차데모+AC3상+DC콤보,전라남도 목포시 연산동 1925 ,
골드클래스7차아파트,2,AC완속,전라남도 목포시 연산동 1925 ,
골드클래스7차아파트,3,AC완속,전라남도 목포시 연산동 1925 ,
국립해양 문화재연구소,1,DC콤보,전라남도 목포시 남농로 136 ,24시간 이용가능
국민건강보험공단,1,DC콤보,전라남도 목포시 삼향천로 171 ,24시간 이용가능
근화옥암베아채,1,DC차데모+AC3상+DC콤보,전라남도 목포시 남악1로52번길 83 ,24시간 이용가능
근화옥암베아채,2,AC완속,전라남도 목포시 남악1로52번길 83 ,24시간 이용가능
근화옥암베아채,3,AC완속,전라남도 목포시 남악1로52번길 83 ,24시간 이용가능
근화옥암베아채,4,AC완속,전라남도 목포시 남악1로52번길 83 ,24시간 이용가능
꿈동산 신안2차아파트,1,DC차데모+AC3상+DC콤보,전라남도 목포시 상동 1019 ,
꿈동산 신안2차아파트,2,AC완속,전라남도 목포시 상동 1019 ,
꿈동산 신안2차아파트,3,AC완속,전라남도 목포시 상동 1019 ,
꿈동산 신안2차아파트,4,AC완속,전라남도 목포시 상동 1019 ,
녹색에너지연구원,1,DC콤보,전라남도 목포시 삼향천로 177 ,24시간 이용가능
대성사랑으로,1,DC차데모+AC3상+DC콤보,전라남도 목포시 석현동 영산로 610  구내주차장,
동부시장공영주차장,1,DC차데모+AC3상+DC콤보,전라남도 목포시 영산로 257번길 15(동부시장 옆) ,
목포국제축구센터,1,DC콤보,전라남도 목포시 내화마을길 89 ,24시간 이용가능
목포국제축구센터,2,DC콤보,전라남도 목포시 내화마을길 89 ,24시간 이용가능
목포농협 하나로마트,1,DC차데모+AC3상+DC콤보,전라남도 목포시 영산로659 ,
목포농협 하나로마트,2,DC차데모+AC3상+DC콤보,전라남도 목포시 영산로659 ,
목포생활환경관리센터,1,DC콤보,전라남도 목포시 대양동 산94-5 ,24시간 이용가능
목포시청 민원주차장,1,DC차데모+AC3상+DC콤보,전라남도 목포시 양을로 203 목포시청 뒷편,06:00 ~ 23:00
목포옥암부영애시앙2차 아파트,2,AC완속,전라남도 목포시 옥암동 당가두로13번길 9  구내주차장,
목포옥암부영애시앙2차 아파트,3,AC완속,전라남도 목포시 옥암동 당가두로13번길 9  구내주차장,
목포옥암부영애시앙2차 아파트,4,AC완속,전라남도 목포시 옥암동 당가두로13번길 9  구내주차장,
목포유통센터,1,DC차데모+AC3상+DC콤보,전라남도 목포시 선곡로 33 ,
목포유통센터,2,DC차데모+AC3상+DC콤보,전라남도 목포시 선곡로 33 ,
목포지사,1,DC차데모+AC3상+DC콤보,전라남도 목포시 삼학로 370 우측 주차장,06:00 ~ 23:00
목포지사,2,DC차데모+AC3상+DC콤보,전라남도 목포시 삼학로 370 우측 주차장,06:00 ~ 23:00
목포지사,3,AC완속,전라남도 목포시 삼학로 370 우측 주차장,06:00 ~ 23:00
목포지사,4,AC완속,전라남도 목포시 삼학로 370 우측 주차장,06:00 ~ 23:00
목포지사,5,AC완속,전라남도 목포시 삼학로 370 우측 주차장,06:00 ~ 23:00
목포지사,6,AC완속,전라남도 목포시 삼학로 370 우측 주차장,06:00 ~ 23:00
목포지사(공용),1,DC차데모+AC3상+DC콤보,"전라남도 목포시 삼학로 370 (용해동, 한국전력공사목포지점) ",평일 09:00~18:00
목포지사(공용),2,DC차데모+AC3상+DC콤보,"전라남도 목포시 삼학로 370 (용해동, 한국전력공사목포지점) ",평일 09:00~18:00
부주동 행정복지센터,1,DC차데모+AC3상+DC콤보,전라남도 목포시 남악1로 51번가길 2(옥암동) ,
북항 해상케이블카,1,DC콤보,전라남도 목포시 해양대학로 240 북항 해상케이블카,24시간 이용가능
북항광장 공영주차장,1,DC차데모+AC3상+DC콤보,전라남도 목포시 죽교동 620-20 ,
상동 우성 아파트,1,DC차데모+AC3상+DC콤보,전라남도 목포시 상동 신흥로 13 상동 우성 APT 수변전실 입구 옆 주차장,24시간 이용가능
상동현대아파트,1,DC차데모+AC3상+DC콤보,전라남도 목포시 상동 764 ,
신안실크밸리7차,1,AC완속,전라남도 목포시 죽교동 704 ,
신안실크밸리7차,2,AC완속,전라남도 목포시 죽교동 704 ,
신안실크밸리7차,3,AC완속,전라남도 목포시 죽교동 704 ,
신흥동 주민센터,1,DC차데모+AC3상+DC콤보,전라남도 목포시 하당로 66(상동) ,
에메랄드퀸 주상복합아파트,1,AC완속,전라남도 목포시 상동 1139-7 ,
에메랄드퀸 주상복합아파트,2,AC완속,전라남도 목포시 상동 1139-7 ,
에메랄드퀸 주상복합아파트,3,AC완속,전라남도 목포시 상동 1139-7 ,
에메랄드퀸 주상복합아파트,4,AC완속,전라남도 목포시 상동 1139-7 ,
에메랄드퀸 주상복합아파트,5,AC완속,전라남도 목포시 상동 1139-7 ,
연산주공5단지아파트,1,DC차데모+AC3상+DC콤보,전라남도 목포시 연산동 1261 ,
옥암한국아델리움,1,DC차데모+AC3상+DC콤보,전라남도 목포시 옥암동 남악1로 15 지하 2층 주차장,24시간 이용가능
옥암한국아델리움,2,AC완속,전라남도 목포시 옥암동 남악1로 15 지하 2층 주차장,24시간 이용가능
옥암한국아델리움,3,AC완속,전라남도 목포시 옥암동 남악1로 15 지하 2층 주차장,24시간 이용가능
옥암한국아델리움,4,AC완속,전라남도 목포시 옥암동 남악1로 15 지하 2층 주차장,24시간 이용가능
우방아이유쉘아파트,1,AC완속,전라남도 목포시 옥암동 1397 ,
우방아이유쉘아파트,2,AC완속,전라남도 목포시 옥암동 1397 ,
우진아트빌아파트,1,AC완속,전라남도 목포시 석현동 816-17 ,
원형1공영주차장,1,DC차데모+AC3상+DC콤보,전라남도 목포시 상동 1133(롯데마트옆) ,24시간 이용가능
원형2공영주차장,1,DC차데모+AC3상+DC콤보,전라남도 목포시 원형로 42 ,24시간 이용가능
유달동 주민센터,1,DC콤보,전라남도 목포시 유동로 19 ,24시간 이용가능
이마트 목포점,1,DC차데모+AC3상+DC콤보,전라남도 목포시 옥암로 138 ,
이마트 목포점,2,DC차데모+AC3상+DC콤보,전라남도 목포시 옥암로 138 ,
