statId,chgerId,statNm,addr,addrDetail,lat,lng,useTime,busiNm,chgerType,stat
PI001443,47,위례스타힐스아파트,서울특별시 송파구 위례광장로 215,,37.4816597,127.144857,24시간 이용가능,GS차지비,02,9
PI001443,48,위례스타힐스아파트,서울특별시 송파구 위례광장로 215,,37.4816597,127.144857,24시간 이용가능,GS차지비,02,9
PI001443,49,위례스타힐스아파트,서울특별시 송파구 위례광장로 215,,37.4816597,127.144857,24시간 이용가능,GS차지비,02,9
PI001443,50,위례스타힐스아파트,서울특별시 송파구 위례광장로 215,,37.4816597,127.144857,24시간 이용가능,GS차지비,02,9
PI001444,01,이문동 웰츠타워,서울특별시 동대문구 이문로 136,,37.5984732,127.061874,24시간 이용가능,GS차지비,02,9
PI001444,02,이문동 웰츠타워,서울특별시 동대문구 이문로 136,,37.5984732,127.061874,24시간 이용가능,GS차지비,02,9
PI001444,03,이문동 웰츠타워,서울특별시 동대문구 이문로 136,,37.5984732,127.061874,24시간 이용가능,GS차지비,02,9
PI001444,04,이문동 웰츠타워,서울특별시 동대문구 이문로 136,,37.5984732,127.061874,24시간 이용가능,GS차지비,02,9
PI001444,05,이문동 웰츠타워,서울특별시 동대문구 이문로 136,,37.5984732,127.061874,24시간 이용가능,GS차지비,02,9
PI001452,01,삼선푸르지오아파트,서울특별시 성북구 보문로29다길 31,,37.5834776,127.013361,24시간 이용가능,GS차지비,02,9
PI001452,02,삼선푸르지오아파트,서울특별시 성북구 보문로29다길 31,,37.5834776,127.013361,24시간 이용가능,GS차지비,02,9
PI001452,03,삼선푸르지오아파트,서울특별시 성북구 보문로29다길 31,,37.5834776,127.013361,24시간 이용가능,GS차지비,02,9
PI001452,04,삼선푸르지오아파트,서울특별시 성북구 보문로29다길 31,,37.5834776,127.013361,24시간 이용가능,GS차지비,02,9
PI001452,05,삼선푸르지오아파트,서울특별시 성북구 보문로29다길 31,,37.5834776,127.013361,24시간 이용가능,GS차지비,02,9
PI001452,06,삼선푸르지오아파트,서울특별시 성북구 보문로29다길 31,,37.5834776,127.013361,24시간 이용가능,GS차지비,02,9
PI001452,07,삼선푸르지오아파트,서울특별시 성북구 보문로29다길 31,,37.5834776,127.013361,24시간 이용가능,GS차지비,02,9
PI001452,08,삼선푸르지오아파트,서울특별시 성북구 보문로29다길 31,,37.5834776,127.013361,24시간 이용가능,GS차지비,02,9
PI001452,09,삼선푸르지오아파트,서울특별시 성북구 보문로29다길 31,,37.5834776,127.013361,24시간 이용가능,GS차지비,02,9
PI001452,10,삼선푸르지오아파트,서울특별시 성북구 보문로29다길 31,,37.5834776,127.013361,24시간 이용가능,GS차지비,02,9
PI001452,11,삼선푸르지오아파트,서울특별시 성북구 보문로29다길 31,,37.5834776,127.013361,24시간 이용가능,GS차지비,02,9
PI001452,12,삼선푸르지오아파트,서울특별시 성북구 보문로29다길 31,,37.5834776,127.013361,24시간 이용가능,GS차지비,02,9
PI001452,13,삼선푸르지오아파트,서울특별시 성북구 보문로29다길 31,,37.5834776,127.013361,24시간 이용가능,GS차지비,02,9
PI001452,14,삼선푸르지오아파트,서울특별시 성북구 보문로29다길 31,,37.5834776,127.013361,24시간 이용가능,GS차지비,02,9
